JD,Filter,mag,magunc
2459397.685,ZTF_r,17.07,0.01
2459397.686,ZTF_r,17.11,0.01
2459397.687,ZTF_r,17.07,0.01
2459397.76,ATLAS-o,17.13,0.02
2459399.683,ZTF_r,17.57,0.07
2459399.685,ZTF_r,17.11,0.06
2459399.686,ZTF_r,17.04,0.02
2459399.687,ZTF_r,16.82,0.06
2459401.78,ATLAS-o,17.12,0.02
2459403.672,ZTF_r,17.07,0.02
2459403.674,ZTF_r,17.02,0.02
2459403.676,ZTF_r,17.02,0.02
2459403.679,ZTF_r,17.02,0.02
2459403.681,ZTF_r,17.03,0.02
2459404.671,ZTF_r,17.05,0.02
2459404.674,ZTF_r,17.09,0.02
2459404.676,ZTF_r,17.12,0.02
2459404.679,ZTF_r,17.07,0.02
2459404.681,ZTF_r,17.09,0.02
2459405.671,ZTF_r,17.08,0.02
2459405.673,ZTF_r,17.06,0.02
2459405.676,ZTF_r,17.09,0.02
2459405.678,ZTF_r,17.07,0.02
2459405.68,ZTF_r,17.09,0.02
2459405.681,ZTF_r,17.1,0.02
2459405.682,ZTF_r,17.13,0.02
2459405.683,ZTF_r,17.08,0.02
2459405.684,ZTF_r,17.12,0.02
2459405.685,ZTF_r,17.11,0.02
2459406.67,ZTF_r,17.08,0.03
2459406.673,ZTF_r,17.04,0.02
2459406.675,ZTF_r,17.07,0.02
2459406.677,ZTF_r,17.1,0.02
2459406.68,ZTF_r,17.05,0.02
2459406.681,ZTF_r,17.11,0.02
2459406.682,ZTF_r,17.09,0.02
2459406.684,ZTF_r,17.1,0.02
2459406.685,ZTF_r,17.13,0.02
2459406.686,ZTF_r,17.07,0.02
2459407.67,ZTF_r,17.0,0.02
2459407.672,ZTF_r,17.04,0.02
2459407.675,ZTF_r,17.03,0.02
2459407.677,ZTF_r,17.02,0.02
2459407.679,ZTF_r,17.02,0.02
2459408.669,ZTF_r,17.02,0.03
2459408.671,ZTF_r,16.92,0.02
2459408.672,ZTF_r,17.04,0.03
2459408.673,ZTF_r,16.96,0.02
2459408.675,ZTF_r,16.97,0.03
2459408.676,ZTF_r,16.92,0.02
2459408.677,ZTF_r,17.04,0.03
2459408.678,ZTF_r,16.93,0.02
2459408.68,ZTF_r,17.05,0.03
2459409.668,ZTF_r,17.0,0.03
2459409.67,ZTF_r,17.05,0.03
2459409.671,ZTF_r,17.03,0.03
2459409.672,ZTF_r,17.04,0.03
2459409.673,ZTF_r,17.01,0.02
2459409.675,ZTF_r,17.09,0.02
2459409.675,ZTF_r,16.99,0.02
2459409.677,ZTF_r,17.1,0.03
2459409.678,ZTF_r,17.0,0.02
2459409.679,ZTF_r,17.12,0.02
2459410.668,ZTF_r,17.03,0.03
2459410.669,ZTF_r,17.03,0.03
2459410.67,ZTF_r,17.01,0.03
2459410.672,ZTF_r,17.12,0.03
2459410.673,ZTF_r,17.0,0.03
2459410.674,ZTF_r,17.09,0.03
2459410.675,ZTF_r,17.0,0.02
2459410.677,ZTF_r,17.2,0.03
2459410.677,ZTF_r,17.02,0.03
2459410.679,ZTF_r,17.17,0.03
2459411.668,ZTF_r,17.1,0.04
2459411.669,ZTF_r,17.11,0.03
2459411.67,ZTF_r,17.08,0.03
2459411.671,ZTF_r,17.04,0.03
2459411.672,ZTF_r,17.03,0.03
2459411.674,ZTF_r,17.03,0.03
2459411.675,ZTF_r,17.11,0.03
2459411.676,ZTF_r,16.99,0.02
2459411.677,ZTF_r,17.07,0.03
2459411.678,ZTF_r,16.98,0.03
2459412.667,ZTF_r,17.04,0.03
2459412.669,ZTF_r,17.01,0.03
2459412.67,ZTF_r,17.13,0.03
2459412.671,ZTF_r,17.07,0.03
2459412.672,ZTF_r,17.04,0.03
2459412.673,ZTF_r,17.11,0.03
2459412.674,ZTF_r,17.06,0.03
2459412.676,ZTF_r,17.06,0.03
2459412.677,ZTF_r,17.11,0.03
2459412.678,ZTF_r,17.02,0.02
2459415.676,ZTF_r,17.12,0.03
2459416.673,ZTF_r,17.27,0.04
2459417.666,ZTF_r,17.1,0.05
2459417.668,ZTF_r,16.97,0.05
2459417.671,ZTF_r,17.04,0.05
2459417.673,ZTF_r,17.17,0.04
2459417.675,ZTF_r,17.07,0.05
2459418.666,ZTF_r,17.03,0.04
2459418.668,ZTF_r,17.2,0.07
2459419.664,ZTF_r,17.05,0.04
2459419.671,ZTF_r,17.12,0.04
2459419.673,ZTF_r,17.13,0.04
2459423.663,ZTF_r,17.15,0.03
2459423.665,ZTF_r,17.2,0.03
2459423.668,ZTF_r,17.2,0.04
2459423.67,ZTF_r,17.09,0.03
2459423.672,ZTF_r,17.17,0.03
2459480.02,ZTF_r,17.99,0.06
2459480.022,ZTF_r,18.05,0.07
2459480.024,ZTF_r,18.2,0.09
2459480.027,ZTF_r,18.06,0.08
2459480.029,ZTF_r,18.27,0.11
2459481.02,ZTF_r,18.18,0.07
2459481.022,ZTF_r,18.14,0.07
2459481.025,ZTF_r,18.24,0.07
2459481.027,ZTF_r,18.01,0.06
2459481.03,ZTF_r,18.16,0.08
2459488.022,ZTF_r,18.53,0.06
2459488.025,ZTF_r,18.46,0.06
2459488.027,ZTF_r,18.38,0.06
2459488.03,ZTF_r,18.5,0.1
2459488.032,ZTF_r,18.39,0.13
2459489.022,ZTF_r,18.7,0.07
2459489.024,ZTF_r,18.59,0.06
2459489.026,ZTF_r,18.6,0.06
2459489.029,ZTF_r,18.52,0.08
2459489.031,ZTF_r,18.61,0.09
2459490.01,ZTF_r,18.66,0.07
2459490.013,ZTF_r,18.57,0.06
2459490.015,ZTF_r,18.65,0.06
2459490.018,ZTF_r,18.7,0.06
2459490.02,ZTF_r,18.66,0.06
2459498.009,ZTF_g,20.64,0.27
2459498.014,ZTF_r,19.31,0.1
2459498.017,ZTF_r,19.54,0.12
2459498.019,ZTF_r,19.36,0.1
2459498.022,ZTF_r,19.39,0.11
2459498.024,ZTF_r,19.62,0.13
2459499.015,ZTF_r,19.39,0.11
2459499.018,ZTF_r,19.78,0.18
2459499.02,ZTF_r,19.49,0.12
2459499.023,ZTF_r,19.44,0.12
2459499.025,ZTF_r,19.36,0.08
2459503.12,ATLAS-o,18.92,0.33
2459509.989,ZTF_r,20.16,0.25
2459513.009,ZTF_r,20.24,0.22
2459513.011,ZTF_r,20.06,0.19
2459520.968,ZTF_r,20.76,0.22
2459522.988,ZTF_r,20.87,0.22
2459523.975,ZTF_i,19.23,0.09
2459523.975,ZTF_i,19.36,0.1
2459524.017,ZTF_r,20.61,0.16
2459524.018,ZTF_r,20.87,0.22
2459524.971,ZTF_r,20.6,0.19
2459524.972,ZTF_r,20.68,0.19
2459526.019,ZTF_r,20.67,0.18
2459527.019,ZTF_r,20.64,0.18
2459529.14,ATLAS-c,20.33,-99.0
2459531.029,ZTF_i,19.79,0.21
2459531.13,ATLAS-o,20.4,0.25
2459535.13,ATLAS-o,20.06,-99.0
2459540.966,ZTF_i,19.98,0.22
2459540.995,ZTF_i,19.94,0.2
2459547.5,Ks,16.43,0.07
2459547.5,J,17.65,0.13
2459547.5,H,17.11,0.1
2459560.5,H,16.96,0.12
2459560.5,Ks,16.34,0.12
2459560.5,J,17.49,0.09
2459565.14,ATLAS-o,20.58,0.28
2459588.13,ATLAS-c,20.46,-99.0
2459589.99,ATLAS-o,20.19,-99.0
2459591.98,ATLAS-o,20.1,-99.0
2459599.5,H,18.2,0.1
2459599.5,Ks,17.14,0.07
2459605.01,ATLAS-o,20.05,-99.0
2459606.01,ATLAS-o,20.25,-99.0
